Date,n_members,n_covered,coverage
2009-06-30,499,321,0.6432865731462926
2009-07-31,499,323,0.6472945891783567
2009-08-31,499,324,0.6492985971943888
2009-09-30,499,323,0.6472945891783567
2009-10-31,499,324,0.6492985971943888
2009-11-30,499,325,0.6513026052104208
2009-12-31,499,326,0.6533066132264529
2010-01-31,499,327,0.655310621242485
2010-02-28,498,329,0.6606425702811245
2010-03-31,499,331,0.6633266533066132
2010-04-30,499,331,0.6633266533066132
2010-05-31,499,331,0.6633266533066132
2010-06-30,499,332,0.6653306613226453
2010-07-31,498,332,0.6666666666666666
2010-08-31,497,332,0.6680080482897385
2010-09-30,497,332,0.6680080482897385
2010-10-31,497,332,0.6680080482897385
2010-11-30,497,332,0.6680080482897385
2010-12-31,497,332,0.6680080482897385
2011-01-31,497,332,0.6680080482897385
2011-02-28,498,332,0.6666666666666666
2011-03-31,497,332,0.6680080482897385
2011-04-30,497,334,0.6720321931589537
2011-05-31,497,334,0.6720321931589537
2011-06-30,497,334,0.6720321931589537
2011-07-31,497,335,0.6740442655935613
2011-08-31,497,335,0.6740442655935613
2011-09-30,497,336,0.676056338028169
2011-10-31,497,337,0.6780684104627767
2011-11-30,497,336,0.676056338028169
2011-12-31,497,339,0.682092555331992
2012-01-31,497,338,0.6800804828973843
2012-02-29,497,338,0.6800804828973843
2012-03-31,497,339,0.682092555331992
2012-04-30,497,340,0.6841046277665996
2012-05-31,497,340,0.6841046277665996
2012-06-30,497,342,0.6881287726358148
2012-07-31,497,344,0.6921529175050302
2012-08-31,497,344,0.6921529175050302
2012-09-30,497,345,0.6941649899396378
2012-10-31,497,346,0.6961770623742455
2012-11-30,497,347,0.6981891348088531
2012-12-31,497,350,0.704225352112676
2013-01-31,497,351,0.7062374245472837
2013-02-28,497,352,0.7082494969818913
2013-03-31,497,352,0.7082494969818913
2013-04-30,497,352,0.7082494969818913
2013-05-31,497,354,0.7122736418511066
2013-06-30,497,354,0.7122736418511066
2013-07-31,497,354,0.7122736418511066
2013-08-31,497,354,0.7122736418511066
2013-09-30,497,356,0.716297786720322
2013-10-31,497,357,0.7183098591549296
2013-11-30,497,357,0.7183098591549296
2013-12-31,497,355,0.7142857142857143
2014-01-31,497,356,0.716297786720322
2014-02-28,497,357,0.7183098591549296
2014-03-31,497,358,0.7203219315895373
2014-04-30,498,359,0.7208835341365462
2014-05-31,498,360,0.7228915662650602
2014-06-30,498,360,0.7228915662650602
2014-07-31,498,363,0.7289156626506024
2014-08-31,499,363,0.7274549098196392
2014-09-30,499,364,0.7294589178356713
2014-10-31,499,364,0.7294589178356713
2014-11-30,499,363,0.7274549098196392
2014-12-31,499,365,0.7314629258517034
2015-01-31,499,366,0.7334669338677354
2015-02-28,499,366,0.7334669338677354
2015-03-31,500,370,0.74
2015-04-30,500,371,0.742
2015-05-31,500,372,0.744
2015-06-30,500,372,0.744
2015-07-31,500,374,0.748
2015-08-31,501,374,0.7465069860279441
2015-09-30,503,376,0.7475149105367793
2015-10-31,503,377,0.7495029821073559
2015-11-30,504,378,0.75
2015-12-31,502,378,0.7529880478087649
2016-01-31,505,380,0.7524752475247525
2016-02-29,505,384,0.7603960396039604
2016-03-31,505,386,0.7643564356435644
2016-04-30,506,386,0.7628458498023716
2016-05-31,507,391,0.7712031558185405
2016-06-30,505,391,0.7742574257425743
2016-07-31,505,393,0.7782178217821782
2016-08-31,505,395,0.7821782178217822
2016-09-30,506,397,0.7845849802371542
2016-10-31,506,398,0.7865612648221344
2016-11-30,506,399,0.7885375494071146
2016-12-31,506,400,0.7905138339920948
2017-01-31,506,401,0.7924901185770751
2017-02-28,506,402,0.7944664031620553
2017-03-31,506,405,0.8003952569169961
2017-04-30,506,408,0.8063241106719368
2017-05-31,506,408,0.8063241106719368
2017-06-30,506,408,0.8063241106719368
2017-07-31,506,409,0.808300395256917
2017-08-31,506,410,0.8102766798418972
2017-09-30,506,411,0.8122529644268774
2017-10-31,506,412,0.8142292490118577
2017-11-30,506,412,0.8142292490118577
2017-12-31,505,412,0.8158415841584158
2018-01-31,506,413,0.8162055335968379
2018-02-28,506,413,0.8162055335968379
2018-03-31,506,415,0.8201581027667985
2018-04-30,506,415,0.8201581027667985
2018-05-31,507,415,0.8185404339250493
2018-06-30,506,415,0.8201581027667985
2018-07-31,506,415,0.8201581027667985
2018-08-31,506,417,0.8241106719367589
2018-09-30,505,417,0.8257425742574257
2018-10-31,505,419,0.8297029702970297
2018-11-30,503,420,0.8349900596421471
2018-12-31,505,423,0.8376237623762376
2019-01-31,505,423,0.8376237623762376
2019-02-28,505,424,0.8396039603960396
2019-03-31,505,424,0.8396039603960396
2019-04-30,505,423,0.8376237623762376
2019-05-31,505,423,0.8376237623762376
2019-06-30,505,424,0.8396039603960396
2019-07-31,505,426,0.8435643564356435
2019-08-31,505,429,0.8495049504950495
2019-09-30,505,430,0.8514851485148515
2019-10-31,505,431,0.8534653465346534
2019-11-30,505,432,0.8554455445544554
2019-12-31,505,435,0.8613861386138614
2020-01-31,505,436,0.8633663366336634
2020-02-29,505,436,0.8633663366336634
2020-03-31,505,437,0.8653465346534653
2020-04-30,505,441,0.8732673267326733
2020-05-31,505,442,0.8752475247524752
2020-06-30,505,445,0.8811881188118812
2020-07-31,505,445,0.8811881188118812
2020-08-31,505,445,0.8811881188118812
2020-09-30,505,445,0.8811881188118812
2020-10-31,505,446,0.8831683168316832
2020-11-30,505,447,0.8851485148514852
2020-12-31,505,447,0.8851485148514852
2021-01-31,505,449,0.8891089108910891
2021-02-28,505,449,0.8891089108910891
2021-03-31,505,450,0.8910891089108911
2021-04-30,505,453,0.897029702970297
2021-05-31,505,454,0.899009900990099
2021-06-30,505,454,0.899009900990099
2021-07-31,505,455,0.900990099009901
2021-08-31,505,457,0.904950495049505
2021-09-30,505,456,0.902970297029703
2021-10-31,505,456,0.902970297029703
2021-11-30,505,456,0.902970297029703
2021-12-31,505,457,0.904950495049505
2022-01-31,505,458,0.906930693069307
2022-02-28,505,459,0.9089108910891089
2022-03-31,505,460,0.9108910891089109
2022-04-30,504,462,0.9166666666666666
2022-05-31,504,463,0.9186507936507936
2022-06-30,503,466,0.9264413518886679
2022-07-31,503,466,0.9264413518886679
2022-08-31,503,466,0.9264413518886679
2022-09-30,503,466,0.9264413518886679
2022-10-31,503,469,0.9324055666003976
2022-11-30,503,471,0.9363817097415507
2022-12-31,503,473,0.9403578528827038
2023-01-31,503,472,0.9383697813121272
2023-02-28,503,473,0.9403578528827038
2023-03-31,503,475,0.9443339960238568
2023-04-30,503,475,0.9443339960238568
2023-05-31,503,477,0.94831013916501
2023-06-30,503,477,0.94831013916501
2023-07-31,503,478,0.9502982107355865
2023-08-31,503,478,0.9502982107355865
2023-09-30,503,478,0.9502982107355865
2023-10-31,503,479,0.952286282306163
2023-11-30,503,479,0.952286282306163
2023-12-31,503,479,0.952286282306163
2024-01-31,503,480,0.9542743538767395
2024-02-29,503,480,0.9542743538767395
2024-03-31,503,482,0.9582504970178927
2024-04-30,503,480,0.9542743538767395
2024-05-31,503,481,0.9562624254473161
2024-06-30,503,483,0.9602385685884692
2024-07-31,503,484,0.9622266401590457
2024-08-31,503,484,0.9622266401590457
2024-09-30,504,484,0.9603174603174603
2024-10-31,503,483,0.9602385685884692
2024-11-30,503,485,0.9642147117296223
2024-12-31,503,487,0.9681908548707754
2025-01-31,503,487,0.9681908548707754
2025-02-28,503,487,0.9681908548707754
2025-03-31,503,487,0.9681908548707754
2025-04-30,503,489,0.9721669980119284
2025-05-31,503,490,0.974155069582505
2025-06-30,503,490,0.974155069582505
2025-07-31,503,493,0.9801192842942346
2025-08-31,503,495,0.9840954274353877
2025-09-30,503,495,0.9840954274353877
2025-10-31,504,495,0.9821428571428571
2025-11-30,503,494,0.9821073558648111
2025-12-31,503,496,0.9860834990059643
